price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,in_urban_areas
52430.0,6050A,3.0,1.0,1.0,yes,no,yes,no,no,0.0,yes,,Yes
65800.0,,3.0,2.0,,yes,no,no,no,yes,0.0,no,semi-furnished,
38150.0,3150,2.0,2.0,1.0,no,no,yes,no,no,0.0,no,semi-furnished,Yes
41230.0,6060,2.0,1.0,1.0,yes,no,yes,no,no,1.0,no,semi-furnished,Yes
49000.0,4646,3.0,,2.0,yes,yes,yes,no,no,2.0,no,semi-furnished,Yes
39900.0,4500,3.0,2.0,2.0,no,no,yes,no,yes,0.0,no,semi-furnished,Yes
42000.0,2325,3.0,1.0,2.0,no,no,no,no,no,0.0,no,semi-furnished,Yes
45430.0,4100,-51.816138966744944,2.0,1.0,yes,yes,yes,no,no,0.0,no,semi-furnished,Yes
35000.0,3036,3.0,1.0,2.0,yes,no,yes,no,no,0.0,no,semi-furnished,Yes
17500.0,2910,3.0,1.0,1.0,no,no,no,no,no,0.0,no,furnished,Yes
92400.0,3500,4.0,2.0,2.0,yes,no,no,yes,no,2.0,,,Yes
36050.0,4000,2.0,1.0,1.0,,no,no,no,no,0.0,yes,semi-furnished,Yes
56000.0,10500,2.0,1.0,,yes,no,no,no,,1.0,no,semi-furnished,Yes
51450.0,7980,3.0,1.0,1.0,yes,no,no,no,,1.0,yes,semi-furnished,Yes
52500.0,3800,3.0,1.0,2.0,yes,yes,yes,no,no,-1.9077761297792797,yes,unfurnished,Yes
82950.0,4880,4.0,2.0,2.0,yes,no,no,no,yes,1.0,yes,furnished,Yes
33600.0,3750,3.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,
40600.0,5900,4.0,2.0,2.0,no,no,yes,no,no,1.0,no,,
60200.0,6800,2.0,1.0,-0.7931247123931777,yes,yes,yes,no,no,2.0,no,furnished,Yes
42700.0,7770,2.0,,1.0,yes,no,no,no,no,1.0,no,furnished,Yes
59500.0,6254,4.0,2.0,1.0,yes,no,yes,no,no,,yes,semi-furnished,Yes
43400.0,6450,4.0,1.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,Yes
63000.0,6400,,1.0,1.0,yes,yes,yes,no,yes,1.0,yes,semi-furnished,Yes
48300.0,4160,3.0,1.0,3.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
66500.0,4040,3.0,1.0,2.0,yes,no,yes,yes,no,,no,furnished,Yes
40950.0,3680,3.0,2.0,2.0,yes,no,no,no,no,0.0,,semi-furnished,Yes
52500.0,5500,3.0,2.7735190860333443,1.0,yes,no,yes,no,no,0.0,no,semi-furnished,
18550.0,2990,2.0,1.0,1.0,no,no,no,no,no,1.0,,unfurnished,Yes
56000.0,10500,2.0,1.0,,yes,no,no,no,,1.0,no,semi-furnished,Yes
122150.0,7500,4.0,2.0,2.0,yes,no,yes,no,yes,3.0,yes,furnished,Yes
30450.0,3800,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
55650.0,4400,4.0,1.0,2.0,yes,no,no,no,yes,2.0,yes,semi-furnished,Yes
28350.0,2640,2.0,1.0,1.0,no,no,no,no,no,1.0,no,furnished,Yes
46900.0,5170,3.0,1.0,4.0,yes,no,no,no,yes,0.0,no,semi-furnished,Yes
40985.0,3600,3.0,1.0,1.0,yes,no,yes,no,yes,0.0,yes,furnished,Yes
34300.0,3185,,1.0,1.0,yes,no,no,no,no,2.0,no,unfurnished,Yes
50330.0,4800,2.0,1.0,1.0,yes,yes,yes,no,no,0.0,,semi-furnished,
29400.0,5850,3.0,1.0,2.0,yes,no,yes,no,no,1.0,no,unfurnished,Yes
75600.0,6000,3.0,2.0,3.0,yes,no,no,no,yes,0.0,no,semi-furnished,Yes
63000.0,9000,3.0,1.0,1.0,yes,no,yes,no,no,1.0,,furnished,Yes
49700.0,7686,3.0,1.0,1.0,,yes,yes,yes,no,0.0,no,semi-furnished,Yes
41930.0,3450,3.0,1.0,2.0,yes,no,no,no,no,1.0,no,semi-furnished,Yes
25900.0,4400,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
61600.0,4500,3.0,1.0,4.0,yes,no,no,no,yes,,,unfurnished,Yes
46900.0,3630,3.0,1.0,2.0,yes,no,no,no,no,2.0,no,semi-furnished,Yes
24500.0,3240,2.0,1.0,1.0,no,yes,no,no,no,1.0,no,unfurnished,Yes
61950.0,5500,3.0,2.0,1.0,,yes,yes,no,no,2.0,yes,,Yes
35000.0,3650,,1.0,2.0,yes,no,no,no,no,0.0,,unfurnished,Yes
40950.0,4040,2.0,1.0,2.0,yes,no,no,no,,1.0,no,semi-furnished,Yes
36750.0,5640,2.0,1.0,1.0,no,no,no,,,0.0,no,semi-furnished,Yes
57400.0,5400,4.0,2.0,2.0,yes,no,no,no,yes,2.0,no,unfurnished,Yes
21000.0,2400,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
26950.0,4000,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
21000.0,3000,4.0,1.0,2.0,yes,no,no,,no,0.0,no,unfurnished,Yes
45500.0,3640,3.0,1.0,2.0,yes,no,no,no,yes,0.0,no,furnished,Yes
42000.0,4410,2.0,1.0,1.0,no,no,no,no,no,1.0,no,unfurnished,Yes
58100.0,5200,3.0,1.0,3.0,yes,no,no,no,yes,0.0,no,semi-furnished,Yes
34300.0,,,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
32200.0,4320,,1.0,1.0,no,no,no,no,no,,no,unfurnished,Yes
40075.0,4500,3.0,1.0,2.0,no,no,yes,no,yes,0.0,no,semi-furnished,Yes
84630.0,6000,3.0,2.0,4.0,yes,yes,yes,no,yes,0.0,yes,semi-furnished,Yes
86450.0,8050,3.0,1.0,1.0,yes,yes,yes,no,yes,,no,furnished,Yes
62300.0,6600,3.0,2.0,1.0,yes,no,yes,no,yes,0.0,yes,unfurnished,Yes
56000.0,6360,3.0,1.0,3.0,,no,no,no,no,0.0,yes,semi-furnished,Yes
91000.0,6000,4.0,1.0,2.0,yes,no,yes,no,no,2.0,no,semi-furnished,Yes
52500.0,5300,4.0,2.0,1.0,yes,no,no,no,yes,0.0,yes,unfurnished,Yes
38500.0,3180,2.0,,1.0,yes,no,yes,no,no,2.0,no,semi-furnished,Yes
88550.0,6420,300.0,2.0,2.0,yes,no,no,no,yes,1.0,yes,,Yes
39200.0,2145,4.0,2.7735190860333443,1.0,yes,no,yes,no,no,0.0,yes,unfurnished,Yes
54600.0,6210,4.0,1.0,4.0,yes,yes,no,no,yes,0.0,no,furnished,Yes
53830.0,6450,-51.816138966744944,2.0,1.0,yes,yes,yes,yes,no,0.0,no,unfurnished,Yes
37100.0,4040,,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,Yes
46200.0,2870,2.0,1.0,2.0,yes,yes,yes,no,no,0.0,,semi-furnished,Yes
67200.0,5020,3.0,1.0,4.0,yes,no,no,no,yes,,yes,unfurnished,Yes
34230.0,4040,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
30100.0,3240,3.0,1.0,2.0,yes,no,no,no,no,2.0,no,,Yes
52500.0,10269,3.0,1.0,1.0,yes,no,no,no,,1.0,yes,semi-furnished,Yes
35000.0,9500,3.0,1.0,2.0,yes,no,no,no,no,-1.9077761297792797,yes,unfurnished,Yes
70350.0,6360,4.0,2.0,3.0,yes,no,no,no,yes,2.0,yes,furnished,Yes
62650.0,6000,4.0,1.0,3.0,yes,yes,yes,no,no,0.0,yes,unfurnished,Yes
35350.0,3850,3.0,1.0,,yes,no,no,no,no,2.0,no,unfurnished,Yes
35000.0,3120,3.0,1.0,2.0,yes,no,no,no,no,1.0,no,unfurnished,Yes
67550.0,6000,4.0,2.0,4.0,yes,no,no,no,yes,0.0,no,unfurnished,Yes
44030.0,4920,3.0,1.0,2.0,yes,no,no,no,no,1.0,no,semi-furnished,
43050.0,4400,2.0,1.0,1.0,yes,no,no,no,no,1.0,no,semi-furnished,Yes
57400.0,5000,3.0,1.0,3.0,yes,no,no,no,yes,0.0,no,semi-furnished,Yes
52500.0,3800,3.0,1.0,2.0,yes,yes,yes,no,no,-1.9077761297792797,yes,unfurnished,Yes
24500.0,3500,-51.816138966744944,1.0,1.0,yes,yes,no,no,no,0.0,no,unfurnished,Yes
59500.0,7320,4.0,2.0,,yes,,,,no,0.0,no,furnished,
66150.0,4000,3.0,2.0,2.0,yes,no,yes,no,yes,1.0,no,semi-furnished,Yes
30100.0,2835A,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,Yes
32900.0,3480,4.0,1.0,2.0,no,no,no,no,no,1.0,no,semi-furnished,Yes
35000.0,3512,,1.0,1.0,yes,no,no,no,no,1.0,yes,unfurnished,Yes
43750.0,3900,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
49000.0,4095,3.0,1.0,2.0,no,yes,yes,no,yes,0.0,no,semi-furnished,
84000.0,7475,3.0,2.0,4.0,yes,no,no,no,yes,2.0,no,unfurnished,Yes
23800.0,3264,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
36400.0,3000,2.0,1.0,2.0,yes,no,no,no,yes,,no,furnished,Yes
56000.0,4800,5.0,2.0,3.0,no,no,yes,yes,no,0.0,,unfurnished,Yes
58800.0,6500,3.0,2.0,3.0,yes,no,no,no,yes,0.0,no,unfurnished,Yes
31500.0,3986,2.0,2.0,1.0,no,yes,yes,no,no,1.0,no,unfurnished,Yes
21350.0,3000,2.0,1.0,1.0,no,no,no,no,no,0.0,no,unfurnished,Yes
29400.0,3600,,1.0,2.0,no,no,no,no,,1.0,no,unfurnished,Yes
23450.0,3640,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
64050.0,4800,3.0,2.0,4.0,yes,yes,no,no,yes,0.0,no,furnished,Yes
24500.0,3210,3.0,1.0,2.0,yes,no,yes,no,no,0.0,,,Yes
37800.0,5830,2.0,1.0,-0.7931247123931777,yes,no,no,no,,2.0,no,unfurnished,Yes
52290.0,7085,60.09621786220845,1.0,1.0,yes,yes,yes,no,no,2.0,yes,semi-furnished,Yes
35000.0,3036,3.0,1.0,2.0,yes,no,yes,no,no,0.0,no,semi-furnished,Yes
30100.0,5076,,1.0,1.0,no,no,no,no,no,0.0,no,unfurnished,Yes
39200.0,3816,2.0,1.0,1.0,yes,no,,no,yes,2.0,no,furnished,Yes
37030.0,5450,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,furnished,
37730.0,2520,5.0,2.0,1.0,no,no,yes,no,yes,1.0,no,furnished,Yes
87500.0,4320,300.0,1.0,2.0,yes,no,yes,yes,no,2.0,no,semi-furnished,Yes
52150.0,7200,3.0,1.0,,yes,yes,,no,no,1.0,yes,,Yes
47950.0,7000,3.0,1.0,2.0,yes,no,yes,no,no,0.0,no,unfurnished,Yes
69300.0,13200,2.0,1.0,1.0,yes,no,yes,yes,no,1.0,no,furnished,Yes
60900.0,6615,4.0,2.0,,yes,yes,,yes,no,1.0,no,semi-furnished,Yes
32200.0,4370,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,
35700.0,3640,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
58660.0,4800,3.0,1.0,,yes,yes,yes,no,no,0.0,no,unfurnished,Yes
56525.0,6660,4.0,2.0,2.0,yes,,yes,no,no,1.0,yes,semi-furnished,Yes
66500.0,6420,3.0,2.0,3.0,yes,no,no,no,yes,0.0,yes,furnished,Yes
42000.0,4079,3.0,1.0,3.0,yes,no,no,no,,0.0,no,semi-furnished,Yes
34930.0,4900,3.0,1.0,2.0,no,no,no,no,no,0.0,no,,Yes
36400.0,3570,3.0,1.0,2.0,yes,no,yes,no,no,0.0,no,semi-furnished,Yes
26600.0,2800,3.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
44100.0,4900,2.0,1.0,,yes,no,yes,no,no,0.0,no,semi-furnished,Yes
60900.0,6600,3.0,1.0,1.0,yes,,yes,no,no,2.0,yes,semi-furnished,Yes
35000.0,4240,3.0,1.0,2.0,yes,no,no,no,yes,0.0,no,semi-furnished,
29400.0,3660,4.0,1.0,,no,no,no,no,no,0.0,no,unfurnished,
41300.0,4632,,1.0,2.0,yes,no,no,no,yes,0.0,no,semi-furnished,Yes
37800.0,3420,2.0,1.0,2.0,yes,no,no,yes,no,1.0,no,semi-furnished,Yes
42000.0,5850,,1.0,1.0,yes,yes,yes,no,no,2.0,no,semi-furnished,Yes
47600.0,6321,3.0,,2.0,yes,no,yes,no,yes,1.0,no,furnished,Yes
25200.0,2880,3.0,1.0,1.0,no,no,no,no,no,0.0,no,unfurnished,Yes
63000.0,7200,3.0,2.0,1.0,yes,no,yes,no,yes,3.0,no,,Yes
64400.0,8580,5.0,3.0,-0.7931247123931777,yes,no,no,no,no,2.0,no,furnished,Yes
18900.0,3649,2.0,1.0,1.0,yes,,no,no,,0.0,no,,Yes
56000.0,4700,4.0,1.0,2.0,yes,yes,yes,no,yes,1.0,no,furnished,Yes
33600.0,3720,2.0,1.0,1.0,no,no,,no,,0.0,no,unfurnished,Yes
51100.0,6100,3.0,1.0,1.0,yes,no,yes,no,yes,0.0,yes,semi-furnished,Yes
30800.0,3090,2.0,1.0,1.0,yes,yes,,no,no,0.0,no,unfurnished,Yes
59500.0,7020,3.0,1.0,1.0,yes,no,yes,no,yes,2.0,yes,semi-furnished,Yes
81900.0,5960,3.0,3.0,2.0,,yes,yes,no,no,1.0,no,unfurnished,Yes
84000.0,7000,3.0,1.0,,,no,no,,yes,2.0,,semi-furnished,Yes
39900.0,4100,4.0,1.0,1.0,no,no,,no,no,0.0,no,unfurnished,Yes
30870.0,8100,2.0,1.0,-0.7931247123931777,yes,no,no,no,,1.0,no,unfurnished,Yes
42700.0,6360,2.0,1.0,2.0,yes,no,no,no,no,-1.9077761297792797,no,unfurnished,Yes
65100.0,8250,3.0,2.0,3.0,yes,no,no,no,yes,0.0,no,furnished,Yes
45430.0,4990,4.0,2.0,2.0,yes,yes,yes,no,no,0.0,,furnished,Yes
72100.0,7680,4.0,2.0,4.0,yes,yes,no,no,yes,1.0,no,semi-furnished,Yes
56000.0,5136,3.0,1.0,2.0,yes,yes,yes,no,yes,0.0,yes,unfurnished,Yes
33320.0,2145,-51.816138966744944,1.0,2.0,yes,no,yes,no,no,,yes,furnished,Yes
30800.0,4500,2.0,1.0,2.0,yes,no,no,yes,no,1.0,no,semi-furnished,Yes
17500.0,3850,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
55300.0,3300,3.0,3.0,2.0,yes,no,yes,no,no,0.0,no,semi-furnished,Yes
21000.0,3360,2.0,1.0,1.0,yes,no,no,no,no,,no,unfurnished,Yes
46550.0,3745,3.0,1.0,2.0,yes,no,yes,no,no,0.0,no,furnished,Yes
32900.0,3480,4.0,1.0,2.0,no,no,no,no,no,1.0,no,semi-furnished,Yes
22330.0,5300,,1.0,1.0,no,no,no,no,,0.0,yes,unfurnished,Yes
38500.0,5300,5.0,2.0,2.0,yes,,no,no,no,0.0,no,semi-furnished,
64400.0,5000,,1.0,2.0,yes,no,no,no,yes,0.0,no,semi-furnished,Yes
38500.0,7152,3.0,1.0,2.0,yes,no,no,,yes,0.0,no,furnished,Yes
24500.0,4840,2.0,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
67900.0,12090,-51.816138966744944,2.0,2.0,yes,no,no,no,no,2.0,yes,furnished,Yes
86450.0,4560A,3.0,2.0,2.0,yes,yes,yes,no,yes,1.0,no,furnished,Yes
35000.0,5900,2.0,,1.0,yes,no,no,no,no,1.0,,furnished,Yes
40600.0,4320,3.0,,2.0,yes,no,no,no,no,2.0,yes,furnished,
28700.0,6000,2.0,1.0,1.0,yes,no,no,,,0.0,no,semi-furnished,Yes
72100.0,7680,4.0,2.0,4.0,yes,yes,no,no,yes,1.0,no,semi-furnished,Yes
59500.0,,3.0,1.0,1.0,yes,no,yes,no,yes,0.0,yes,furnished,Yes
42700.0,6360,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,furnished,Yes
85400.0,6540,4.0,2.0,2.0,yes,yes,yes,no,yes,-1.9077761297792797,yes,furnished,Yes
25900.0,3600,2.0,2.0,2.0,yes,no,yes,no,no,1.0,no,furnished,Yes
37730.0,8250,3.0,,1.0,yes,no,no,no,no,2.0,no,furnished,Yes
49070.0,,3.0,1.0,2.0,yes,no,no,no,no,1.0,no,furnished,Yes
56000.0,6600,4.0,2.0,1.0,yes,no,yes,no,no,0.0,yes,semi-furnished,Yes
31500.0,6750,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,Yes
35000.0,7424,3.0,1.0,1.0,no,no,no,no,no,0.0,no,unfurnished,Yes
56000.0,5000,3.0,1.0,4.0,,no,no,no,no,0.0,no,furnished,Yes
34650.0,2145,3.0,1.0,3.0,yes,no,no,no,no,0.0,yes,furnished,Yes
75600.0,6000,4.0,2.0,4.424907658129611,yes,no,no,no,yes,1.0,no,furnished,Yes
47600.0,10240,2.0,1.0,1.0,yes,no,,no,yes,2.0,yes,unfurnished,Yes
36750.0,3600,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,furnished,Yes
74200.0,7440,3.0,,,yes,yes,yes,no,yes,0.0,yes,semi-furnished,Yes
52150.0,4500,,2.0,1.0,no,no,yes,no,yes,2.0,no,semi-furnished,Yes
47530.0,6440,2.0,1.0,1.0,yes,no,no,no,yes,3.0,no,semi-furnished,Yes
39200.0,5500,4.0,1.0,2.0,,,yes,no,no,0.0,no,semi-furnished,Yes
42000.0,4000,,2.0,2.0,no,no,no,no,no,0.0,no,semi-furnished,Yes
36750.0,3630A,2.0,1.0,1.0,yes,no,yes,no,no,0.0,no,,Yes
41650.0,4046,3.0,1.0,2.0,yes,no,yes,no,no,1.0,no,semi-furnished,
66500.0,5700,3.0,1.0,1.0,yes,yes,yes,,yes,2.0,yes,furnished,Yes
66500.0,6500,3.0,2.0,3.0,yes,no,no,no,yes,0.0,yes,furnished,Yes
84000.0,7950,5.0,,2.0,yes,no,yes,yes,no,2.0,no,unfurnished,Yes
46200.0,3880,3.0,2.0,2.0,yes,no,yes,no,no,2.0,no,semi-furnished,Yes
47950.0,8100,4.0,1.0,4.0,yes,no,yes,no,yes,2.0,no,semi-furnished,
41650.0,4080,3.0,1.0,2.0,yes,no,no,no,no,2.0,no,semi-furnished,Yes
60200.0,6900,3.0,2.0,1.0,yes,yes,yes,no,no,-1.9077761297792797,yes,unfurnished,Yes
24850.0,,3.0,1.0,2.0,no,no,no,no,no,0.0,no,semi-furnished,Yes
37800.0,3600,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,Yes
23100.0,3180,60.09621786220845,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
39200.0,7260,3.0,,1.0,yes,yes,yes,no,no,3.0,no,furnished,Yes
84000.0,5500,,2.0,2.0,yes,no,yes,no,yes,1.0,yes,semi-furnished,Yes
56000.0,6360,3.0,1.0,3.0,,no,no,no,no,0.0,yes,semi-furnished,Yes
61600.0,5450,4.0,2.0,1.0,yes,no,yes,no,yes,0.0,yes,semi-furnished,Yes
42700.0,4500,2.0,1.0,1.0,,no,no,no,yes,2.0,no,furnished,Yes
49000.0,3000,3.0,1.0,2.0,yes,no,yes,no,yes,0.0,no,semi-furnished,Yes
55300.0,6100,,2.0,1.0,yes,no,yes,no,no,2.0,yes,furnished,Yes
50400.0,10700,,1.0,2.0,yes,yes,yes,,no,0.0,no,semi-furnished,Yes
64190.0,6750,2.0,1.0,1.0,yes,yes,yes,no,no,2.0,yes,furnished,Yes
63000.0,4100,3.0,2.0,3.0,yes,no,no,no,yes,2.0,,semi-furnished,Yes
42000.0,5800,3.0,,1.0,yes,no,no,yes,no,2.0,no,semi-furnished,Yes
26600.0,2430,3.0,1.0,1.0,no,no,no,no,no,0.0,,unfurnished,Yes
58730.0,11460,3.0,1.0,3.0,yes,no,no,no,no,2.0,yes,semi-furnished,Yes
71400.0,6000,3.0,2.0,2.0,yes,yes,no,no,no,1.0,no,,Yes
35000.0,12944,3.0,1.0,1.0,yes,no,no,no,no,0.0,,unfurnished,Yes
37800.0,2856,3.0,1.0,3.0,yes,no,no,no,no,0.0,yes,furnished,Yes
50750.0,,2.0,1.0,2.0,yes,no,no,no,yes,0.0,yes,unfurnished,Yes
28000.0,3960,3.0,,1.0,yes,no,no,no,no,0.0,no,furnished,Yes
63000.0,4100,3.0,2.0,3.0,yes,no,no,no,yes,2.0,,semi-furnished,Yes
50400.0,7600,4.0,1.0,2.0,yes,no,no,no,yes,2.0,no,furnished,Yes
28700.0,3630,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
22750.0,1836,2.0,1.0,1.0,no,no,,no,no,0.0,no,semi-furnished,Yes
41300.0,5985,3.0,1.0,1.0,yes,no,yes,no,no,0.0,no,semi-furnished,Yes
40950.0,5600,2.0,2.7735190860333443,1.0,yes,no,no,no,yes,0.0,no,semi-furnished,Yes
45500.0,2550,,1.0,2.0,yes,no,yes,no,no,0.0,no,furnished,Yes
45500.0,5320,3.0,1.0,2.0,yes,yes,yes,no,no,0.0,yes,semi-furnished,Yes
28525.0,5200,4.0,1.0,3.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
32900.0,2145,3.0,1.0,2.0,yes,no,yes,,no,0.0,yes,furnished,Yes
92400.0,,3.0,2.0,2.0,yes,no,no,no,no,0.0,yes,semi-furnished,Yes
52850.0,,2.0,2.0,1.0,yes,no,no,no,yes,2.0,no,semi-furnished,Yes
78750.0,6550,3.0,1.0,2.0,yes,no,yes,no,yes,0.0,yes,furnished,Yes
58100.0,5828,4.0,1.0,4.0,yes,yes,no,no,no,0.0,no,semi-furnished,Yes
43400.0,3500,4.0,1.0,2.0,yes,no,no,no,no,2.0,no,furnished,Yes
29400.0,3150,3.0,1.0,2.0,no,no,no,no,no,0.0,no,unfurnished,Yes
80430.0,7482,3.0,,3.0,yes,no,no,yes,no,1.0,yes,furnished,Yes
46900.0,4320,3.0,1.0,1.0,yes,no,no,no,no,-1.9077761297792797,yes,semi-furnished,Yes
61250.0,6420,3.0,1.0,3.0,yes,no,yes,no,no,0.0,yes,unfurnished,Yes
34650.0,5320,2.0,1.0,1.0,yes,no,no,no,no,1.0,yes,unfurnished,Yes
48300.0,4815,2.0,,1.0,yes,no,no,no,yes,0.0,yes,semi-furnished,Yes
79625.0,6000,3.0,1.0,4.0,yes,yes,no,no,yes,,no,unfurnished,Yes
42350.0,6650,3.0,1.0,2.0,,yes,no,no,no,0.0,no,semi-furnished,Yes
74900.0,6600,3.0,1.0,4.0,yes,no,no,no,yes,3.0,yes,furnished,Yes
46900.0,5400,2.0,1.0,2.0,yes,no,no,no,,0.0,yes,semi-furnished,Yes
45500.0,3760,3.0,1.0,1.0,yes,no,no,no,no,2.0,no,semi-furnished,Yes
32550.0,3930,2.0,1.0,1.0,,no,no,no,no,0.0,no,unfurnished,Yes
33600.0,3100,3.0,1.0,2.0,no,no,,no,no,0.0,no,semi-furnished,Yes
30800.0,2160,3.0,1.0,2.0,no,no,yes,no,no,0.0,no,semi-furnished,Yes
34300.0,1950,3.0,2.0,2.0,yes,no,yes,no,no,0.0,yes,unfurnished,Yes
79100.0,6000,4.0,,4.0,yes,no,no,no,yes,1.0,no,,Yes
56000.0,5500A,3.0,2.0,2.0,yes,no,no,no,no,1.0,no,semi-furnished,Yes
28000.0,2650,3.0,1.0,2.0,yes,no,yes,no,no,1.0,no,unfurnished,Yes
31150.0,3500,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
36400.0,2275,3.0,1.0,3.0,yes,no,,yes,yes,0.0,yes,semi-furnished,Yes
32900.0,5880,3.0,1.0,1.0,yes,no,,no,no,1.0,no,unfurnished,Yes
33600.0,3500,-51.816138966744944,1.0,2.0,yes,no,no,no,yes,2.0,no,unfurnished,Yes
42350.0,2787,3.0,1.0,1.0,yes,no,yes,no,no,0.0,yes,furnished,Yes
42000.0,3640,3.0,2.0,2.0,,no,yes,no,,0.0,no,unfurnished,Yes
40250.0,3630,3.0,2.0,2.0,yes,no,no,yes,no,2.0,no,semi-furnished,Yes
75250.0,6000,3.0,2.0,4.0,,no,no,no,yes,1.0,no,furnished,Yes
46900.0,4320,3.0,1.0,1.0,yes,no,no,no,no,-1.9077761297792797,yes,semi-furnished,Yes
31150.0,3850,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
114100.0,7420,4.0,1.0,2.0,yes,yes,yes,no,yes,2.0,no,furnished,Yes
44800.0,5885,2.0,1.0,1.0,yes,no,no,no,yes,1.0,no,unfurnished,Yes
66850.0,6600,2.0,2.0,4.0,yes,no,yes,no,no,0.0,yes,furnished,Yes
50400.0,6600,3.0,1.0,1.0,yes,yes,yes,no,no,0.0,yes,furnished,Yes
36330.0,3520,3.0,1.0,1.0,yes,no,no,no,no,2.0,yes,unfurnished,Yes
48930.0,3420,4.0,2.0,2.0,yes,no,yes,no,yes,2.0,no,semi-furnished,Yes
17671.5,2400,3.0,1.0,1.0,no,no,no,no,no,0.0,no,semi-furnished,Yes
35000.0,3600,60.09621786220845,1.0,2.0,yes,no,no,no,no,1.0,no,unfurnished,Yes
38500.0,4080,2.0,1.0,1.0,yes,no,no,no,no,0.0,,semi-furnished,Yes
77000.0,6000,4.0,2.0,4.0,yes,no,no,no,no,2.0,no,semi-furnished,
33950.0,3640,2.0,1.0,1.0,yes,,no,no,no,0.0,no,furnished,Yes
42000.0,2610,4.0,3.0,2.0,no,no,no,no,no,0.0,no,,Yes
18900.0,1700,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
47670.0,3420,4.0,2.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,Yes
33600.0,4960,4.0,1.0,3.0,no,no,no,no,no,0.0,no,semi-furnished,Yes
49000.0,4120,2.0,1.0,1.0,yes,,yes,no,no,1.0,no,semi-furnished,Yes
45500.0,8400,4.0,1.0,4.0,yes,no,,no,no,3.0,no,unfurnished,Yes
85750.0,8800,3.0,2.0,2.0,yes,no,no,no,,2.0,no,furnished,Yes
48930.0,4995,4.0,2.0,-0.7931247123931777,yes,no,yes,no,no,0.0,no,semi-furnished,Yes
88900.0,4600,3.0,2.0,2.0,yes,yes,no,no,yes,2.0,no,furnished,Yes
26530.0,4000,3.0,1.0,2.0,yes,no,no,no,yes,0.0,no,unfurnished,Yes
33250.0,4775,4.0,1.0,2.0,yes,no,no,,no,0.0,no,unfurnished,Yes
66500.0,,3.0,2.0,3.0,yes,yes,no,no,yes,0.0,no,furnished,Yes
52500.0,8400,,1.0,2.0,yes,yes,yes,no,yes,2.0,yes,unfurnished,Yes
24500.0,3210,3.0,1.0,2.0,yes,no,yes,no,no,0.0,,,Yes
32900.0,3792,4.0,1.0,2.0,yes,no,no,no,no,0.0,,semi-furnished,
28350.0,4350,3.0,1.0,2.0,no,no,,,no,1.0,no,unfurnished,
